id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
lalira-green-vase-tVzFxk,Lalira Green Vase,"Playing with light and color, this sculptural vase transforms glass into an expression of elegance and fluid movement. Through meticulous layering of glass paste and rich chromatic blends, its gradient shifts from deep emerald to warm amber, echoing the natural vibrancy of autumnal hues.More than a decorative object, it is a true work of art — bold, dynamic, and shaped through extraordinary craftsmanship. Each piece is unique, revealing its personality through its flowing silhouette, transparency, and luminous depth.Dimensions: 19x8x32 cmMaterial: Glass",https://joyandco.com/product/lalira-green-vase-tVzFxk,https://joyandco.com/storage/app/public/product/2025-11-24-692453f50bb01.webp,https://joyandco.com/storage/app/public/product/2025-11-24-692453f568f16.webp,in stock,1308.00 AED,RITUALI DOMESTICI,new,602,lalira-green-vase-tVzFxk,
lalira-pink-vase-X7JUvU,Lalira Pink Vase,"Playing with light and color, this sculptural vase turns glass into an expression of elegance and transformation. Crafted through a meticulous exploration of glass paste and chromatic layering, its gradient—from warm amber to deep rose—evokes the richness of autumnal tones.More than a decorative object, it is a true work of art: fluid, dynamic, and shaped by extraordinary craftsmanship. Each piece is unique, revealing its character through movement, transparency, and luminosity.Dimensions: 19x8x32 cmMaterial: Glass",https://joyandco.com/product/lalira-pink-vase-X7JUvU,https://joyandco.com/storage/app/public/product/2025-11-24-692454a704e3f.webp,https://joyandco.com/storage/app/public/product/2025-11-24-692454a76b402.webp,in stock,1220.00 AED,RITUALI DOMESTICI,new,602,lalira-pink-vase-X7JUvU,
large-chilli-vase-jgfHcr,Large Chilli Vase,"The Chilli Vase is handmade from ceramic and features a unique, eye-catching design. Its textured surface, inspired by chili peppers, is finished in a rich bordeaux red. This piece serves as both a functional vase and a striking decorative accent.Material: Ceramic - HandmadeDimensions: 28x27x30 cmThe vases with chilies are handcrafted unique pieces, slight color variations can therefore occur and underline the uniqueness of the vases.",https://joyandco.com/product/large-chilli-vase-jgfHcr,https://joyandco.com/storage/app/public/product/2025-02-20-67b78b874c76d.webp,https://joyandco.com/storage/app/public/product/2025-02-20-67b78b875bb09.webp,in stock,879.00 AED,WERNS,new,602,large-chilli-vase-jgfHcr,
large-venice-candle-holder-9ERK1X,Large Venice Candle Holder,"The Venice Candle Holder features a sleek, sculptural design, making it a perfect addition to both modern and classic interiors. Standing tall, it creates a striking statement whether used alone or as part of a candle arrangement, adding warmth and sophistication to your space.Material: GlassDimensions: 9x9x38 cm",https://joyandco.com/product/large-venice-candle-holder-9ERK1X,https://joyandco.com/storage/app/public/product/2025-02-26-67bf5df5c84d0.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbe074927b2.webp,in stock,160.00 AED,WERNS,new,2784,large-venice-candle-holder-9ERK1X,
lastrologia-catch-all-tray-r8rdzV,L'Astrologia Catch-all Tray,"For horoscope lovers and design enthusiasts alike, this catch-all tray is illustrated by artist Carmi Grau, marking her second collaboration with Bitossi Home, a perfect fusion of astrology and contemporary design.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 20.5x17cm",https://joyandco.com/product/lastrologia-catch-all-tray-r8rdzV,https://joyandco.com/storage/app/public/product/2025-07-18-68795f6f50bfe.webp,https://joyandco.com/storage/app/public/product/2025-07-18-68795f6f62a34.webp,in stock,595.00 AED,BITOSSI,new,6456,lastrologia-catch-all-tray-r8rdzV,
leela-large-vase-Yz1pBc,Leela Large Vase,"The Leela Large Vase features a contemporary design with a bold, rounded shape in rich purple integrally colored glass. Its sleek and modern silhouette makes it a standout piece for any decor style.Material: GlassDimensions: 22x30 cm",https://joyandco.com/product/leela-large-vase-Yz1pBc,https://joyandco.com/storage/app/public/product/2025-02-21-67b7ff2f7fbcf.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b7ff2f9142b.webp,in stock,270.00 AED,WERNS,new,602,leela-large-vase-Yz1pBc,
leela-medium-vase-0Rw06l,Leela Medium Vase,"The Leela Medium features a contemporary design with a bold, rounded shape in rich purple integrally colored glass. Its sleek and modern silhouette makes it a standout piece for any decor style.Material: GlassDimensions: 17.5x25 cm",https://joyandco.com/product/leela-medium-vase-0Rw06l,https://joyandco.com/storage/app/public/product/2025-02-21-67b7feca9ebe7.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b7fecaae927.webp,in stock,195.00 AED,WERNS,new,602,leela-medium-vase-0Rw06l,
lemon-vase-jWcote,Lemon Vase,"If life gives you lemons, turn them into a stunning vase!This vase brings zest and vibrancy to any space. It is handmade, vibrant and playful featuring a textured design inspired by fresh lemons.Material: Ceramic - HandmadeDimensions: 19x19x26 cmThe lemon vase is hand crafted, the lemons are individually moulded and attached to the body of the vase. The result is a stylish vase with real-looking lemons in bright yellow. An eye-catcher for every design lover!",https://joyandco.com/product/lemon-vase-jWcote,https://joyandco.com/storage/app/public/product/2025-02-20-67b78c0661e49.webp,https://joyandco.com/storage/app/public/product/2025-02-20-67b78c066f767.webp,in stock,759.00 AED,WERNS,new,602,lemon-vase-jWcote,
lemonade-can-vase-set-of-3-t1vV4A,Lemonade Can Vase Set of 3,"A playful trio of vases shaped like retro lemonade cans, featuring vibrant fruit-themed labels: Misty Lemon, Wild Strawberry, and Fresh Orange. Each piece is crafted from earthenware and brings a pop of color and fun to your shelf, windowsill, or table setup.Material: EarthenwareDimensions (each): 7x7x11.3 cmSet of 3 assorted designs",https://joyandco.com/product/lemonade-can-vase-set-of-3-t1vV4A,https://joyandco.com/storage/app/public/product/2025-05-16-68272bd629ae9.webp,https://joyandco.com/storage/app/public/product/2025-05-16-68272bd651c0e.webp,in stock,200.00 AED,KERSTEN,new,602,lemonade-can-vase-set-of-3-t1vV4A,
leopard-candle-holder-set-of-2-W54Wir,Set of 2 Leopard Candle Holder,"Elevate your décor with this set of 2 polyresin leopard candle holders. Featuring an elegant gold finish and intricate detailing, these statement pieces add a bold and sophisticated touch to any space.Material: Polyresin",https://joyandco.com/product/leopard-candle-holder-set-of-2-W54Wir,https://joyandco.com/storage/app/public/product/2025-03-03-67c61900e585c.webp,https://joyandco.com/storage/app/public/product/2025-03-03-67c6198aab290.webp,in stock,227.00 AED,WERNS,new,2784,leopard-candle-holder-set-of-2-W54Wir,
lobster-plate-large-vZKc7Q,Lobster Plate Large,"Bring coastal charm to your table with the Large Lobster plate. Hand-painted with a lively red lobster, this generously sized piece is perfect for serving seafood feasts, summer salads, or simply making a bold statement at your next gathering.*Handmade and hand-painted for unique character*Dimensions: 29.5×3 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwaveEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/lobster-plate-large-vZKc7Q,https://joyandco.com/storage/app/public/product/2025-04-30-68121571c48b9.webp,https://joyandco.com/storage/app/public/product/2025-04-30-681215722cd7c.webp,in stock,225.00 AED,VAL POTTERY,new,3553,lobster-plate-large-vZKc7Q,
love-in-bloom-gold-vase-RNElJR,Love in Bloom Gold Vase,"Love in bloom is a heart-shaped vase that looks like it comes out of a human anatomy essay. A modern love translated into a romantic but unpredictable gift. It’s not a dream, it’s love in bloom. It’s not springtime, it’s love in bloom.Material: PorcelainSize: 16,5x9x25 cm",https://joyandco.com/product/love-in-bloom-gold-vase-RNElJR,https://joyandco.com/storage/app/public/product/2025-02-26-67bf35312e584.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3531477fa.webp,in stock,360.00 AED,SELETTI,new,602,love-in-bloom-gold-vase-RNElJR,
love-in-gold-aiEphV,LOVE in Gold,"Spread warmth and personality throughout your home with the LOVE in Gold sculpture — a striking decorative piece crafted to instantly elevate any room. Its glossy, balloon-inspired ceramic design brings a playful yet elegant touch, turning shelves, consoles, coffee tables, or entryways into inviting focal points.Versatile and expressive, it blends beautifully with modern, classic, and eclectic interiors alike, adding a radiant accent to living rooms, bedrooms, or dining spaces. A joyful statement piece designed to celebrate style, sentiment, and the art of home décor.Dimensions: 25x4x10.5Material: Ceramic",https://joyandco.com/product/love-in-gold-aiEphV,https://joyandco.com/storage/app/public/product/2025-11-24-692448f0937e1.webp,https://joyandco.com/storage/app/public/product/2025-11-24-692448f0aad5d.webp,in stock,255.00 AED,RITUALI DOMESTICI,new,602,love-in-gold-aiEphV,
love-in-red-CQy65n,LOVE in Red,"Spread warmth and personality throughout your home with the LOVE in Red sculpture — a striking decorative piece crafted to instantly elevate any room. Its glossy, balloon-inspired ceramic design brings a playful yet elegant touch, turning shelves, consoles, coffee tables, or entryways into inviting focal points.Versatile and expressive, it blends beautifully with modern, classic, and eclectic interiors alike, adding a radiant accent to living rooms, bedrooms, or dining spaces. A joyful statement piece designed to celebrate style, sentiment, and the art of home décor.Dimensions: 25x4x10.5Material: Ceramic",https://joyandco.com/product/love-in-red-CQy65n,https://joyandco.com/storage/app/public/product/2025-11-24-69244ac3e25ce.webp,,in stock,255.00 AED,RITUALI DOMESTICI,new,602,love-in-red-CQy65n,
love-peace-b9mH5L,Love & Peace,"Bring vibrancy and urban energy to your space. The piece combines a high-quality giclée print with hand-painted accents by an artist, creating a unique statement.Each hand-painted picture will show minor variations in colour or shape which represent the uniqueness of the painting.Dimensions: 80x120 cmMaterial: Canvas on wooden frame and Acrylic paintFrame includedTechnique: Giclée skilfully finished by handEffect: High GlossFormat: Upright formatDue to different screen/display settings, there are slight colour deviations in the display of the image material.",https://joyandco.com/product/love-peace-b9mH5L,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7e18aa6aa.webp,,in stock,1450.00 AED,JOY&CO PICKS,new,500045,love-peace-b9mH5L,
lumiere-jar-l-xJu2Ea,Lumiere Jar L,"This glass jar features a striking striped design in vibrant red and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds depth and elegance. Perfect for storing sweets, small trinkets, or simply as a decorative piece to enhance your space.*Material: Glass*Dimensions: 22xø10cmDesigned in Denmark.",https://joyandco.com/product/lumiere-jar-l-xJu2Ea,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbfa194401.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbfa1f21ea.webp,in stock,190.00 AED,JOY&CO PICKS,new,602,lumiere-jar-l-xJu2Ea,
lumiere-jar-m-rRxnFq,Lumiere Jar M,"This glass jar features a striking striped design in vibrant red and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds depth and elegance. Perfect for storing sweets, small trinkets, or simply as a decorative piece to enhance your space.*Material: Glass*Dimensions: 17xø10cmDesigned in Denmark",https://joyandco.com/product/lumiere-jar-m-rRxnFq,https://joyandco.com/storage/app/public/product/2025-03-20-67dbc0448bd2c.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbc044e024a.webp,in stock,165.00 AED,JOY&CO PICKS,new,602,lumiere-jar-m-rRxnFq,
maastricht-ship-dinner-plate-classics-on-acid-WJeUWg,Maastricht Ship Dinner Plate - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀28cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/maastricht-ship-dinner-plate-classics-on-acid-WJeUWg,https://joyandco.com/storage/app/public/product/2025-02-26-67bf2d9d3ddd3.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf2d9d7e595.webp,in stock,295.00 AED,SELETTI,new,3553,maastricht-ship-dinner-plate-classics-on-acid-WJeUWg,
magma-vase-l-RzsNWo,Magma Vase L,"A striking blown-glass vase defined by its sculptural geometric form and dramatic color. It's an exceptional centerpiece in any interior. The interplay of deep, smoky black glass with a molten amber streak showcases the beauty of artisanal craftsmanship, while the sturdy structure ensures versatile styling.Perfect for tall floral arrangements or as a standalone artistic statement, this vase captures and reflects natural light, adding depth, movement, and intensity to your living space.Dimensions: 19.5×15.5×38.5 cmMaterial: Glass",https://joyandco.com/product/magma-vase-l-RzsNWo,https://joyandco.com/storage/app/public/product/2025-11-24-6924580fcf53f.webp,https://joyandco.com/storage/app/public/product/2025-11-24-6924580fe939f.webp,in stock,823.00 AED,RITUALI DOMESTICI,new,602,magma-vase-l-RzsNWo,
magma-vase-m-xzvpLy,Magma Vase M,"A striking blown-glass vase defined by its sculptural geometric form and dramatic color. It's an exceptional centerpiece in any interior. The interplay of deep, smoky black glass with a molten amber streak showcases the beauty of artisanal craftsmanship, while the sturdy structure ensures versatile styling.Perfect for tall floral arrangements or as a standalone artistic statement, this vase captures and reflects natural light, adding depth, movement, and intensity to your living space.Dimensions: 17×11,5×31 cmMaterial: Glass",https://joyandco.com/product/magma-vase-m-xzvpLy,https://joyandco.com/storage/app/public/product/2025-11-24-692456793e6c5.webp,https://joyandco.com/storage/app/public/product/2025-11-24-69245679585a3.webp,in stock,637.00 AED,RITUALI DOMESTICI,new,602,magma-vase-m-xzvpLy,
mandarino-vase-RRwhKz,Mandarino Vase,"The Mandarino Vase features a bold hand-painted design in vibrant orange and white, adding a touch of modern artistry to your decor. Perfect as a centerpiece or accent, this vase brings a pop of color and style to any space.Material: PorcelainDimensions: 23x23x37 cm",https://joyandco.com/product/mandarino-vase-RRwhKz,https://joyandco.com/storage/app/public/product/2025-02-21-67b7fceec0e28.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b7fceed1213.webp,in stock,760.00 AED,WERNS,new,602,mandarino-vase-RRwhKz,
mandarino-vase-oSs5Fd,Mandarino Vase,"The Mandarino Vase features a bold hand-painted design in vibrant orange and white, adding a touch of modern artistry to your decor. Perfect as a centerpiece or accent, this vase brings a pop of color and style to any space.Material: PorcelainDimensions: 19x19x33.5 cm",https://joyandco.com/product/mandarino-vase-oSs5Fd,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8ad4bccb5.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8ad4c806c.webp,in stock,580.00 AED,WERNS,new,602,mandarino-vase-oSs5Fd,
matcha-set-giftbox-pink-fRIAo5,Matcha Set Giftbox Pink,"Discover the art of matcha with this thoughtfully handcrafted set. Complete with a ceramic bowl, bamboo whisk, and matching whisk holder, it’s designed to elevate your daily ritual with beauty and calm. The soft pink palette and artisan shapes make it a soothing addition to your kitchen or a meaningful gift for match lovers.*Handmade and hand-painted for unique character*Set includes: 1 matcha bowl, 1 bamboo whisk, 1 whisk holder*Dimensions (box): 31.5x15x7 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwave*Presented in a pink gift boxEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/matcha-set-giftbox-pink-fRIAo5,https://joyandco.com/storage/app/public/product/2025-06-13-684c2242adbf3.webp,https://joyandco.com/storage/app/public/product/2025-06-13-684c22430570c.webp,in stock,390.00 AED,VAL POTTERY,new,3553,matcha-set-giftbox-pink-fRIAo5,
matcha-set-giftbox-yellow-igGm0V,Matcha set giftbox yellow,"Discover the art of matcha with this thoughtfully handcrafted set. Complete with a ceramic bowl, bamboo whisk, and matching whisk holder, it’s designed to elevate your daily ritual with beauty and calm. The soft yellow palette and artisan shapes make it a soothing addition to your kitchen or a meaningful gift for matcha lovers.*Handmade and hand-painted for unique character*Set includes: 1 matcha bowl, 1 bamboo whisk, 1 whisk holder*Dimensions (box): 31.5x15x7 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwave*Presented in a pink gift boxEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/matcha-set-giftbox-yellow-igGm0V,https://joyandco.com/storage/app/public/product/2025-04-30-68120aa671289.webp,https://joyandco.com/storage/app/public/product/2025-04-30-68120aa68abdd.webp,in stock,390.00 AED,VAL POTTERY,new,3553,matcha-set-giftbox-yellow-igGm0V,
medium-venice-candle-holder-nal7NS,Medium Venice Candle Holder,"The Venice Candle Holder features a sleek, sculptural design, making it a perfect addition to both modern and classic interiors. Standing tall, it creates a striking statement whether used alone or as part of a candle arrangement, adding warmth and sophistication to your space.Material: GlassDimensions: 9x9x30 cm",https://joyandco.com/product/medium-venice-candle-holder-nal7NS,https://joyandco.com/storage/app/public/product/2025-02-19-67b647e17966c.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbe089bfee4.webp,in stock,149.00 AED,WERNS,new,2784,medium-venice-candle-holder-nal7NS,
mirabilia-red-catch-all-tray-nhOHaD,Mirabilia Red Catch-all Tray,"Add a warm, earthy touch to your space with this beautifully vibrant catch-all tray — perfect for a console, bedside, or entryway. Its bold red and olive border frames an intricate botanical illustration, blending modern geometric charm with a rich, vintage-inspired palette.Dimensions: 16x19.5 cmMaterial: PorcelainComes in a gift box",https://joyandco.com/product/mirabilia-red-catch-all-tray-nhOHaD,https://joyandco.com/storage/app/public/product/2025-11-24-69248e4e0206e.webp,https://joyandco.com/storage/app/public/product/2025-11-24-69248e4ee6bcc.webp,in stock,234.00 AED,JOY&CO PICKS,new,6456,mirabilia-red-catch-all-tray-nhOHaD,
mirabilia-yellow-catch-all-tray-ykkIdk,Mirabilia Yellow Catch-all Tray,"Bring a touch of sunshine to your space with this vibrant catch-all tray, designed to brighten any console, bedside table, or entryway. Its bold border in warm mustard and olive tones frames a delicate botanical illustration, striking the perfect balance between modern pattern and vintage charm.Dimensions: 16x19.5cmMaterial: PorcelainComes in a gift box.",https://joyandco.com/product/mirabilia-yellow-catch-all-tray-ykkIdk,https://joyandco.com/storage/app/public/product/2025-11-24-69248d7b6ee2b.webp,https://joyandco.com/storage/app/public/product/2025-11-24-69248d7bb614a.webp,in stock,234.00 AED,JOY&CO PICKS,new,6456,mirabilia-yellow-catch-all-tray-ykkIdk,
misty-lemon-can-vase-UIb0lj,Misty Lemon Can Vase,"Bring a zesty twist to your decor with the Misty Lemon Can vase. Designed like a retro lemonade can with striped citrus tones and a fresh lemon label, this earthenware piece is full of charm.Material: EarthenwareDimensions: 7x7x11.3 cm",https://joyandco.com/product/misty-lemon-can-vase-UIb0lj,https://joyandco.com/storage/app/public/product/2025-05-16-68272576b488b.webp,https://joyandco.com/storage/app/public/product/2025-05-16-68272576da924.webp,in stock,70.00 AED,KERSTEN,new,602,misty-lemon-can-vase-UIb0lj,
modern-lisa-yk0QO3,Modern Lisa,"This piece reimagines the timeless classic through a vibrant graffiti-inspired lens, blending iconic Renaissance art with edgy urban aesthetics. The piece combines a high-quality giclée print with hand-painted accents by an artist, creating a unique statement.Each hand-painted picture will show minor variations in colour or shape which represent the uniqueness of the painting.Dimensions: 80x120 cmMaterial: Canvas on wooden frame and Acrylic paintFrame includedTechnique: Giclée skilfully finished by handEffect: High GlossFormat: Upright formatDue to different screen/display settings, there are slight colour deviations in the display of the image material.",https://joyandco.com/product/modern-lisa-yk0QO3,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7edb099d4.webp,,in stock,1450.00 AED,JOY&CO PICKS,new,3553,modern-lisa-yk0QO3,
mug-i-know-qcJ8sD,Mug I Know,The I Know Mug is made using ceramic. We all know that you need coffee in the morning to start your day well. This is the perfect mug for your beloved coffee.Specifications:• Material: ceramic• Measurement height: 9 cm• Diameter: 9 cm• Dishwasher safe• Handmade,https://joyandco.com/product/mug-i-know-qcJ8sD,https://joyandco.com/storage/app/public/product/2025-02-21-67b82a8ca3fcb.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b82a8cf2b7f.webp,in stock,110.00 AED,ANNA + NINA,new,3553,mug-i-know-qcJ8sD,
nala-candle-holder-UsgmDg,Nala Candle Holder,"An elegant candle holder with a narrow, refined design. Ideal for creating a warm and stylish atmosphere in any room.*Material: Porcelain*Dimensions: 34x8.3x25cm",https://joyandco.com/product/nala-candle-holder-UsgmDg,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3fa177a20.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3fa1ca231.webp,in stock,210.00 AED,KERSTEN,new,2784,nala-candle-holder-UsgmDg,
neon-citrine-hobnail-jug-PmY5xi,Neon Citrine Hobnail Jug,"Prepare to liven up any casual indoor or outdoor gathering with this all-purpose handmade hobnail crystal glass jug. A modern approach towards the Bohemian glass tradition combined with the elegance of the crystal glass, your crystal hobnail jug will make your interior shine.Premium features such as a tapered handle give you a comfortable hold on the jug while the ice lip restrains wayward ice cubes.The vibrant hue is inspired by neon lights and it glows under UV light.Material: Bohemian CrystalVolume: 2000ml (2L)Dimensions: 20x22 cmWeight: 2 kgSuitable for dishwasherNot suitable for microwaveMade in Czech Republic.",https://joyandco.com/product/neon-citrine-hobnail-jug-PmY5xi,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3b9a2c7dd.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf4c16631c5.webp,in stock,600.00 AED,KLIMCHI,new,3330,neon-citrine-hobnail-jug-PmY5xi,
neon-citrine-hobnail-tumblers-set-of-6-3uVHor,Set of 6 Neon Citrine Hobnail Tumblers,"Be different from the crowd and take a unique twist on a timeless classic. A modern approach to the Bohemian glass tradition, this set of handmade neon citrine tumblers, handcrafted, has an avant-garde, yet minimalist hobnail design.The vibrant hue is inspired by neon lights and it glows under UV light.Material: Bohemian CrystalVolume: 200mlDimensions: 7.5x12cmSuitable for dishwasherNot suitable for microwaveAvailable in a set of 6Made in Czech Republic.",https://joyandco.com/product/neon-citrine-hobnail-tumblers-set-of-6-3uVHor,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3937d0c69.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf48d31abb3.webp,in stock,680.00 AED,KLIMCHI,new,2951,neon-citrine-hobnail-tumblers-set-of-6-3uVHor,
nora-candle-holder-vqp6ua,Nora Pink Candle Holder,"The Nora Candle Holder, featuring a layered sphere silhouette and vibrant color options in citrus green, purple, and blush pink glass, brings a modern and stylish touch to any space.Material: GlassDimensions: 8x8x26.5 cm",https://joyandco.com/product/nora-candle-holder-vqp6ua,https://joyandco.com/storage/app/public/product/2025-02-19-67b64addd7a61.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbe01adf431.webp,in stock,105.00 AED,WERNS,new,2784,nora-candle-holder-vqp6ua,
nora-green-candle-holder-hLo94e,Nora Green Candle Holder,"The Nora Candle Holder, featuring a layered sphere silhouette and vibrant color options in citrus green, purple, and blush pink glass, brings a modern and stylish touch to any space.Material: GlassDimensions: 8x8x26.5 cm",https://joyandco.com/product/nora-green-candle-holder-hLo94e,https://joyandco.com/storage/app/public/product/2025-02-26-67bf82952cda5.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbdf0a18d50.webp,in stock,105.00 AED,WERNS,new,2784,nora-green-candle-holder-hLo94e,
nora-purple-candle-holder-kwNBcR,Nora Purple Candle Holder,"The Nora Candle Holder, featuring a layered sphere silhouette and vibrant color options in citrus green, purple, and blush pink glass, brings a modern and stylish touch to any space.Material: GlassDimensions: 8x8x26.5 cm",https://joyandco.com/product/nora-purple-candle-holder-kwNBcR,https://joyandco.com/storage/app/public/product/2025-02-26-67bf83447df54.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf83448cc3b.webp,in stock,105.00 AED,WERNS,new,2784,nora-purple-candle-holder-kwNBcR,
nye-glass-classics-on-acid-UfwDNd,NYE Glass - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: GlassSize: ⌀8.5x19.5 cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/nye-glass-classics-on-acid-UfwDNd,https://joyandco.com/storage/app/public/product/2025-02-26-67bf33de79be3.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf33df064a4.webp,in stock,195.00 AED,SELETTI,new,3553,nye-glass-classics-on-acid-UfwDNd,
paint-the-world-with-love-V6VbrO,Paint the World with Love,"Add a pop of color and urban flair to your space with this vibrant glass art, featuring a bold ""LOVE"" graffiti design.Dimensions: 80x120x0.4cmMaterial: Fine Art Digital print on safety glassFormat: Landscape formatFeature: At the back, there are two solid hangers. Fully mounted, the high gloss picture seems to float framelessly in front of the wall.Due to different screen/display settings, there are slight colour deviations in the display of the image material.",https://joyandco.com/product/paint-the-world-with-love-V6VbrO,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7ae401cbb.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7ae426d11.webp,in stock,1400.00 AED,JOY&CO PICKS,new,602,paint-the-world-with-love-V6VbrO,
palm-tree-linen-napkins-set-of-4-H8N5uf,Palm Tree Linen Placemat Set of 4,Palm trees design embroidered in gold and green on off-white 100% linen fabric.Material: 100% LinenDimensions: 35x45cmCold machine-wash only.Line dry in shade.Iron on a warm setting.,https://joyandco.com/product/palm-tree-linen-napkins-set-of-4-H8N5uf,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb2fa878d8.webp,,in stock,450.00 AED,JOY&CO PICKS,new,4203,palm-tree-linen-napkins-set-of-4-H8N5uf,
palm-tree-linen-napkins-set-of-4-Q7LhiL,Palm Tree Linen Napkins Set of 4,Palm trees design embroidered in gold and green on off-white 100% linen fabric.Material: 100% LinenDimensions: 35x35cmCold machine-wash only.Line dry in shade.Iron on a warm setting.,https://joyandco.com/product/palm-tree-linen-napkins-set-of-4-Q7LhiL,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb343ee6ea.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb34461229.webp,in stock,290.00 AED,JOY&CO PICKS,new,4203,palm-tree-linen-napkins-set-of-4-Q7LhiL,
papillion-lidded-jar-hEOqcQ,Papillion Lidded Jar,This timeless hand-colored porcelain lidded jar adds an elegant touch to your space.*Material: Porcelain*Dimensions: 19x18x20 cm,https://joyandco.com/product/papillion-lidded-jar-hEOqcQ,https://joyandco.com/storage/app/public/product/2025-02-21-67b80050dc694.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b80050e9da3.webp,in stock,450.00 AED,WERNS,new,7113,papillion-lidded-jar-hEOqcQ,
papillion-lidded-vase-oSf7xQ,Papillion Lidded Vase,"This timeless porcelain lidded vase adds an elegant touch to your space. Hand-colored in a vibrant orange and white floral motif, the Papillon vase is ideal as a centerpiece or a decorative accent.*Material: Porcelain*Dimensions: 20x19x33cm",https://joyandco.com/product/papillion-lidded-vase-oSf7xQ,https://joyandco.com/storage/app/public/product/2025-02-26-67bf5ac699e58.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf5ac6a846a.webp,in stock,580.00 AED,WERNS,new,602,papillion-lidded-vase-oSf7xQ,
paradise-cocktail-glass-set-of-2-EMpePq,Set of 2 Paradise Cocktail Glass,"The Paradise Cocktail Glass Set is the perfect addition to add some playful colour to your glass collection. The glass has a wide design with an illuminating bright orange foot and a yellow detail.Specifications• Measurements 95 x 94 x 125 mm• Material: Crystalline Glass• Dishwasher safe• Set of 2, come in a gift box as seen on the first picture• Made in the Czech Republic",https://joyandco.com/product/paradise-cocktail-glass-set-of-2-EMpePq,https://joyandco.com/storage/app/public/product/2025-02-21-67b832770843f.webp,https://joyandco.com/storage/app/public/product/2025-03-27-67e468fad2c17.webp,in stock,180.00 AED,ANNA + NINA,new,674,paradise-cocktail-glass-set-of-2-EMpePq,
