id,title,description_preview,brand,original_category,original_category_name,new_category,new_category_name,confidence,score,matched_keyword,match_source,changed,priority
maastricht-ship-dinner-plate-classics-on-acid-WJeUWg,Maastricht Ship Dinner Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,115.4,dinner plate,Keyword Match (title),NO,LOW
mandarino-vase-RRwhKz,Mandarino Vase,"The Mandarino Vase features a bold hand-painted design in vibrant orange and white, adding a touch of modern artistry to your decor. Perfect as a cent...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.55,vase,Keyword Match (title),NO,LOW
mandarino-vase-oSs5Fd,Mandarino Vase,"The Mandarino Vase features a bold hand-painted design in vibrant orange and white, adding a touch of modern artistry to your decor. Perfect as a cent...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.55,vase,Keyword Match (title),NO,LOW
matcha-set-giftbox-pink-fRIAo5,Matcha Set Giftbox Pink,"Discover the art of matcha with this thoughtfully handcrafted set. Complete with a ceramic bowl, bamboo whisk, and matching whisk holder, it’s designe...",VAL POTTERY,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,90.725,set,Keyword Match (title),NO,LOW
matcha-set-giftbox-yellow-igGm0V,Matcha set giftbox yellow,"Discover the art of matcha with this thoughtfully handcrafted set. Complete with a ceramic bowl, bamboo whisk, and matching whisk holder, it’s designe...",VAL POTTERY,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,90.725,set,Keyword Match (title),NO,LOW
medium-venice-candle-holder-nal7NS,Medium Venice Candle Holder,"The Venice Candle Holder features a sleek, sculptural design, making it a perfect addition to both modern and classic interiors. Standing tall, it cre...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.85,candle holder,Keyword Match (title),NO,LOW
misty-lemon-can-vase-UIb0lj,Misty Lemon Can Vase,"Bring a zesty twist to your decor with the Misty Lemon Can vase. Designed like a retro lemonade can with striped citrus tones and a fresh lemon label,...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,82.8,vase,Keyword Match (title),NO,LOW
modern-lisa-yk0QO3,Modern Lisa,"This piece reimagines the timeless classic through a vibrant graffiti-inspired lens, blending iconic Renaissance art with edgy urban aesthetics. The p...",JOY&CO PICKS,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,89.2,modern,Keyword Match (title),NO,LOW
mug-i-know-qcJ8sD,Mug I Know,The I Know Mug is made using ceramic. We all know that you need coffee in the morning to start your day well. This is the perfect mug for your beloved...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.0,dishwasher safe,Keyword Match (description),NO,LOW
nala-candle-holder-UsgmDg,Nala Candle Holder,"An elegant candle holder with a narrow, refined design. Ideal for creating a warm and stylish atmosphere in any room.*Material: Porcelain*Dimensions: ...",KERSTEN,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.975,candle holder,Keyword Match (title),NO,LOW
neon-citrine-hobnail-jug-PmY5xi,Neon Citrine Hobnail Jug,Prepare to liven up any casual indoor or outdoor gathering with this all-purpose handmade hobnail crystal glass jug. A modern approach towards the Boh...,KLIMCHI,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,HIGH,80.975,jug,Keyword Match (title),NO,LOW
neon-citrine-hobnail-tumblers-set-of-6-3uVHor,Set of 6 Neon Citrine Hobnail Tumblers,"Be different from the crowd and take a unique twist on a timeless classic. A modern approach to the Bohemian glass tradition, this set of handmade neo...",KLIMCHI,2951,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,89.6,set,Keyword Match (title),YES,LOW
nora-candle-holder-vqp6ua,Nora Pink Candle Holder,"The Nora Candle Holder, featuring a layered sphere silhouette and vibrant color options in citrus green, purple, and blush pink glass, brings a modern...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.35,candle holder,Keyword Match (title),NO,LOW
nora-green-candle-holder-hLo94e,Nora Green Candle Holder,"The Nora Candle Holder, featuring a layered sphere silhouette and vibrant color options in citrus green, purple, and blush pink glass, brings a modern...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.225,candle holder,Keyword Match (title),NO,LOW
nora-purple-candle-holder-kwNBcR,Nora Purple Candle Holder,"The Nora Candle Holder, featuring a layered sphere silhouette and vibrant color options in citrus green, purple, and blush pink glass, brings a modern...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.1,candle holder,Keyword Match (title),NO,LOW
nye-glass-classics-on-acid-UfwDNd,NYE Glass - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,94.9,classic,Keyword Match (title),NO,LOW
paint-the-world-with-love-V6VbrO,Paint the World with Love,"Add a pop of color and urban flair to your space with this vibrant glass art, featuring a bold ""LOVE"" graffiti design.Dimensions: 80x120x0.4cmMaterial...",JOY&CO PICKS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,58.4,display,Keyword Match (description),NO,LOW
palm-tree-linen-napkins-set-of-4-H8N5uf,Palm Tree Linen Placemat Set of 4,Palm trees design embroidered in gold and green on off-white 100% linen fabric.Material: 100% LinenDimensions: 35x45cmCold machine-wash only.Line dry ...,JOY&CO PICKS,4203,Category 4203,1985,Home & Garden > Kitchen & Dining > Table Linens,HIGH,87.6,placemat,Keyword Match (title),YES,LOW
palm-tree-linen-napkins-set-of-4-Q7LhiL,Palm Tree Linen Napkins Set of 4,Palm trees design embroidered in gold and green on off-white 100% linen fabric.Material: 100% LinenDimensions: 35x35cmCold machine-wash only.Line dry ...,JOY&CO PICKS,4203,Category 4203,1985,Home & Garden > Kitchen & Dining > Table Linens,HIGH,86.4,napkins,Keyword Match (title),YES,LOW
papillion-lidded-jar-hEOqcQ,Papillion Lidded Jar,This timeless hand-colored porcelain lidded jar adds an elegant touch to your space.*Material: Porcelain*Dimensions: 19x18x20 cm,WERNS,7113,Category 7113,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,81.475,jar,Keyword Match (title),YES,LOW
papillion-lidded-vase-oSf7xQ,Papillion Lidded Vase,"This timeless porcelain lidded vase adds an elegant touch to your space. Hand-colored in a vibrant orange and white floral motif, the Papillon vase is...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,82.675,vase,Keyword Match (title),NO,LOW
paradise-cocktail-glass-set-of-2-EMpePq,Set of 2 Paradise Cocktail Glass,The Paradise Cocktail Glass Set is the perfect addition to add some playful colour to your glass collection. The glass has a wide design with an illum...,ANNA + NINA,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,111.55,cocktail glass,Keyword Match (title),NO,LOW
parrot-candelabra-Kiv1zP,Parrot Candelabra,"The Parrot Candelabra showcases a detailed blue parrot perched on a gold-finished branch adorned with leaves and flowers. It holds three candles, each...",WERNS,230911,Category 230911,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,91.125,candelabra,Keyword Match (title),YES,LOW
parrot-candle-holder-2AqvCv,Parrot Candle Holder,"The Parrot Candle Holder set includes two pieces in blue and gold. Made from durable polyresin, each holder features a detailed parrot on an ornate ba...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.725,candle holder,Keyword Match (title),NO,LOW
pastel-sorbet-vase-OrKZAc,Pastel Sorbet Vase,"A sculptural statement with serious personality. The Pastel Sorbet Vase stands with a cascade of glossy, multicolored spheres in dreamy pastel tones o...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.05,vase,Keyword Match (title),NO,LOW
pearl-parade-bowl-9Og8cu,Pearl Parade Bowl,"Elegant with a twist, the Pearl Parade Bowl transforms everyday moments into sculptural statements. Crafted from ivory-hued stoneware and rimmed with ...",KERSTEN,3498,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,3498,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,HIGH,87.175,bowl,Keyword Match (title),NO,LOW
pearl-parade-oval-serving-tray-9xGRxq,Pearl Parade Oval Serving Tray,"Striking, sculptural, and full of personality. This ivory stoneware tray is edged with  spheres - just like pearls - adding a bold, playful twist to a...",KERSTEN,6456,Home & Garden > Decor > Decorative Trays,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,107.15,serving tray,Keyword Match (title),YES,LOW
pearl-parade-round-serving-tray-q4w3aS,Pearl Parade Round Serving Tray,"Striking, sculptural, and full of personality. This ivory stoneware tray is edged with spheres - just like pearls - adding a bold, playful twist to an...",KERSTEN,6456,Home & Garden > Decor > Decorative Trays,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,107.025,serving tray,Keyword Match (title),YES,LOW
pegasus-breakfast-plate-rOnjMj,Pegasus Breakfast Plate,The Pegasus Breakfast Plate has a stunningly creative design that will remind you of life’s magic in the small things. The elegant hand-painted pegasu...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,99.8,microwave safe,Keyword Match (description),NO,LOW
pegasus-striped-cake-platter-gGfYcN,Pegasus Striped Cake Platter,The Pegasus Striped Cake Plate makes your favourite cake look even more delicious. Enjoy your treat to reveal the elegantly hand-painted pegasus in th...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,97.0,dishwasher safe,Keyword Match (description),NO,LOW
petra-candle-holder-5RJlNo,Petra Green Candle Holder,"The Petra Candle Holder, featuring a swirled disc design and vibrant color options in lime green, blush pink, and purple glass, brings a modern and st...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.1,candle holder,Keyword Match (title),NO,LOW
petra-pink-candle-holder-gmftTY,Petra Pink Candle Holder,"The Petra Candle Holder, featuring a swirled disc design and vibrant color options in lime green, blush pink, and purple glass, brings a modern and st...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.225,candle holder,Keyword Match (title),NO,LOW
petra-purple-candle-holder-4rsvSz,Petra Purple Candle Holder,"The Petra Candle Holder, featuring a swirled disc design and vibrant color options in lime green, blush pink, and purple glass, brings a modern and st...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.975,candle holder,Keyword Match (title),NO,LOW
philine-candle-holder-hGtibu,Philine Candle Holder,"The Philine Candle Holder with its layered sphere silhouette and vibrant combination of lime green and soft blush pink glass, adds a modern and stylis...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.6,candle holder,Keyword Match (title),NO,LOW
pine-scalloped-dinner-plate-EmNJaO,Pine Scalloped Dinner Plate,The Pine Scalloped Dinner Plate has a dazzling design that effortlessly illuminates your table setting. The hand-painted beautiful pine-green stripes ...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,115.525,dinner plate,Keyword Match (title),NO,LOW
pink-kiss-planter-wNl1qY,Pink Kiss Planter,"Bring a bold, modern twist to your décor with the Pink Kiss Planter in soft pink. Sculpted from fine earthenware, its striking shape and glossy finish...",KERSTEN,721,Category 721,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,90.6,glossy finish,Keyword Match (description),YES,LOW
pink-scalloped-dinner-plate-fMD6g5,Pink Scalloped Dinner Plate,The Pink Scalloped Dinner Plate has a dazzling design that effortlessly illuminates your table setting. The hand-painted beautiful pink stripes around...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,113.525,dinner plate,Keyword Match (title),NO,LOW
powder-striped-cappuccino-mug-S4e6w4,Powder Striped Cappuccino Mug,The Powder Striped Cappuccino Mug is a playfully hand-painted piece with an eclectic blue and turquoise striped design that ensures an energising and ...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.8,microwave safe,Keyword Match (description),NO,LOW
powder-striped-jug-suAk5v,Powder Striped Jug,The Powder Striped Jug is a stunningly hand-painted piece that will make your table setting look delicious. The eclectic blue and turquoise striped de...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,99.8,microwave safe,Keyword Match (description),NO,LOW
powder-striped-yogurt-bowl-FSlq6Q,Powder Striped Yogurt Bowl,The Powder Striped Yogurt Bowl is an eclectic item that elevates your breakfast table. The Joyfully hand-painted blue stripes pave the way to a colour...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,97.8,microwave safe,Keyword Match (description),NO,LOW
psycho-salad-bowl-classics-on-acid-I0fOr5,Psycho Salad Bowl - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3498,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,3498,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,HIGH,114.125,salad bowl,Keyword Match (title),NO,LOW
ramadan-nights-linen-napkins-set-of-4-dTIbPj,Ramadan Nights Linen Napkins Set of 4,The Ramadan Nights napkins is a mix of royality and festivity. The design features a gold crescent moon iin a starlit sky of gold and silver stars emb...,JOY&CO PICKS,4203,Category 4203,1985,Home & Garden > Kitchen & Dining > Table Linens,HIGH,85.775,napkins,Keyword Match (title),YES,LOW
relaxing-leo-jL7fXt,Relaxing Leo,"This unique glass picture blends elegance and wilderness. The composition combines luxury with untamed nature, making it a captivating focal point for...",JOY&CO PICKS,500044,Home & Garden > Decor > Artwork,602,Home & Garden > Decor > Vases,HIGH,88.2,focal point,Keyword Match (description),YES,LOW
retro-cushion-orange-pKlI82,Retro Cushion Orange,"Bring a bold touch to your space with this multi-colored retro velvet cushion. Featuring a vibrant geometric design, it’s perfect for adding a playful...",KERSTEN,4453,Category 4453,602,Home & Garden > Decor > Vases,HIGH,86.0,retro,Keyword Match (title),YES,LOW
retro-cushion-pink-0s6NHY,Retro Cushion Pink,"Bring a bold touch to your space with this multi-colored retro velvet cushion. Featuring a vibrant geometric design, it’s perfect for adding a playful...",KERSTEN,4453,Category 4453,602,Home & Garden > Decor > Vases,HIGH,86.0,retro,Keyword Match (title),YES,LOW
retro-cushion-yellow-YRVYAZ,Retro Cushion Yellow,"Bring a bold touch to your space with this multi-colored retro velvet cushion. Featuring a vibrant geometric design, it’s perfect for adding a playful...",KERSTEN,4453,Category 4453,602,Home & Garden > Decor > Vases,HIGH,86.0,retro,Keyword Match (title),YES,LOW
rock-style-wqoBAi,Rock Style,"Add a bold, rebellious statement to your space with this striking pop art canvas. The piece combines a high-quality giclée print with hand-painted acc...",JOY&CO PICKS,500045,Category 500045,3367,Home & Garden > Decor > Picture Frames,HIGH,65.0,frame,Keyword Match (description),YES,LOW
romy-candle-holder-bFYHHJ,Romy Candle Holder,"The Romy Candle Holder with its bubble tower form and vibrant lime green glass, adds a modern and stylish touch to any space.Material: GlassDimensions...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.975,candle holder,Keyword Match (title),NO,LOW
roots-black-candle-holder-5uYzA6,Roots Black Candle Holder,"The Roots Candle Holder showcases a sophisticated branching design, meticulously handmade crafted from aluminum. Available in elegant silver and black...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.1,candle holder,Keyword Match (title),NO,LOW
roots-silver-candle-holder-9tOJ5v,Roots Silver Candle Holder,"The Roots Candle Holder showcases a sophisticated branching design, meticulously handmade crafted from aluminium. Available in elegant silver and blac...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.975,candle holder,Keyword Match (title),NO,LOW
saluti-photo-frame-S3nQjl,Saluti Photo Frame,"This polyresin photo frame features a vibrant stripe pattern in multiple colors, adding a playful and lively touch to any space. Perfect for showcasin...",KERSTEN,4295,Category 4295,3367,Home & Garden > Decor > Picture Frames,HIGH,110.325,photo frame,Keyword Match (title),YES,LOW
samatha-candle-holder-ogP5cL,Samatha Candle Holder,"The Samantha Candle Holder with its layered sphere silhouette and vibrant combination of fuchsia pink and emerald green glass, adds a modern and styli...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.6,candle holder,Keyword Match (title),NO,LOW
sandy-candle-holder-HJHOe0,Sandy Candle Holder,"The Sandy Candle Holder with its feminine curves and vibrant citrus green glass, adds a modern and stylish touch to any space.Material: GlassDimension...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.85,candle holder,Keyword Match (title),NO,LOW
set-of-6-colored-goblets-amberpink-zjNnY1,Set of 6 Colored Goblets Amber/Pink,Celebrate artistic diversity with the Bitossi Goblet Glass Set in assorted shapes. This set of six goblets features blown colored glass with hints of ...,BITOSSI,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,91.6,set,Keyword Match (title),YES,LOW
set-of-6-colored-goblets-bluegreen-ngatfZ,Set of 6 Colored Goblets Blue/Green,Celebrate artistic diversity with the Bitossi Goblet Glass Set in assorted shapes. This set of six goblets features blown colored glass with hints of ...,BITOSSI,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,91.6,set,Keyword Match (title),YES,LOW
shut-up-mug-91SeML,Shut Up Mug,"The Shut Up Mug is made using ceramic. This mug is for everyone who is not a morning person and in deep need of coffee always. With this statement, no...",ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.0,dishwasher safe,Keyword Match (description),NO,LOW
skyline-vase-9yZABA,Skyline Vase,"A compact stoneware vase in a soft lilac hue, designed with clean vertical lines and an elegant silhouette. Its subtle presence makes it perfect for s...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.8,vase,Keyword Match (title),NO,LOW
small-chilli-vase-bPvwoR,Small Chilli Vase,"The Chilli Vase is handmade from ceramic and features a unique, eye-catching design. Its textured surface, inspired by chili peppers, is finished in a...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,textured surface,Keyword Match (description),NO,LOW
small-cups-mixed-shapes-set-of-six-ITei5v,Small Cups Mixed Shapes Set of Six,"Add a burst of color and charm to your table with this set of six small cups, each featuring a unique shape and subtle tinted hue. Skillfully crafted ...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,90.6,set,Keyword Match (title),NO,LOW
soup-plate-pagoda-classics-on-acid-x829dw,Soup Plate Pagoda - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,93.9,classic,Keyword Match (title),NO,LOW
squared-trinket-tray-jYRIfq,Squared Trinket Tray,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Desi...",BITOSSI,6456,Home & Garden > Decor > Decorative Trays,6456,Home & Garden > Decor > Decorative Trays,HIGH,108.4,trinket tray,Keyword Match (title),NO,LOW
stella-deep-plate-60wtiW,Stella Deep Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Desi...",BITOSSI,3498,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,3498,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,HIGH,116.125,deep plate,Keyword Match (title),NO,LOW
stella-dessert-plate-n4IsPH,Stella Dessert Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Desi...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,117.725,dessert plate,Keyword Match (title),NO,LOW
stella-dinner-plate-1l2i66,Stella Dinner Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Desi...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,120.525,dinner plate,Keyword Match (title),NO,LOW
stella-round-plate-UP0upm,Stella Round Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Desi...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,94.375,plate,Keyword Match (title),NO,LOW
strawberry-vase-E6CYHt,Strawberry Vase,"Make a bold statement with this vibrant piece featuring a playful strawberry design. Perfect as a decorative accent or a unique vase, it adds a fun an...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.425,vase,Keyword Match (title),NO,LOW
striped-lidded-vase-vV1XPo,Striped Lidded Vase,"This bold lidded vase with red and white stripes adds a vibrant and whimsical touch to your space. Hand-painted on porcelain, its striking design is c...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
sugar-bowl-KoIAB8,Sugar Bowl,"Bring a touch of timeless elegance to your tea or coffee setup with this clear sugar bowl, beautifully crafted from thermal shock–resistant borosilica...",BITOSSI,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,HIGH,107.0,sugar bowl,Keyword Match (title),NO,LOW
sugarline-vase-9rFoY2,Sugarline Vase,"Sleek, subtle, and sweet. This pink stoneware vase brings a gentle charm to any space with its sculptural silhouette and soft hue. Whether styled with...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.55,vase,Keyword Match (title),NO,LOW
sugarvault-jar-l-bykFhe,SugarVault Jar L,"This glass jar features a striking striped design in warm orange and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds de...",JOY&CO PICKS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
sugarvault-jar-m-q7f2Tq,SugarVault Jar M,"This glass jar features a striking striped design in warm orange and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds de...",JOY&CO PICKS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
sugarvault-jar-s-NejKK6,SugarVault Jar S,"This glass jar features a striking striped design in warm orange and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds de...",JOY&CO PICKS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
sunbeam-vase-iSeYkN,Sunbeam Vase,"This yellow stoneware vase features a textured design and a vibrant hue, making it perfect for adding a cheerful touch to any interior.*Material: Ston...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.8,vase,Keyword Match (title),NO,LOW
sunny-wave-vase-j1TarN,Sunny Wave Vase,"This yellow dolomite vase features bold blue wavy handles, making it a lively and striking decorative piece. Perfect for adding a playful touch to any...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
sunshine-glass-vase-Gqvfu5,Sunshine Glass Vase,A yellow glass vase that gives a cheerful accent to your interior with its sunny color.*Material: Glass*Dimensions: 8.8x8.8x22cm,KERSTEN,602,Home & Garden > Decor > Vases,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,84.875,glass,Keyword Match (title),YES,LOW
sweetkeeper-light-yellow-jar-MfSjub,Sweetkeeper Light Yellow Jar,"Add a touch of elegance to your space with this light yellow glass bonbonniere. Featuring a delicate diamond-cut pattern and a vintage-inspired lid, i...",JOY&CO PICKS,594,Home & Garden > Lighting > Lamps,594,Home & Garden > Lighting > Lamps,HIGH,87.5,light,Keyword Match (title),NO,LOW
talavera-soup-plate-classics-on-acid-f5iyo7,Talavera Soup Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,93.65,classic,Keyword Match (title),NO,LOW
